,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YFTicker,EPS
917,LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-Nov-13,10,1,INE142K01011,10,LYPSAGEMS.NS,-1.551
918,M&M,Mahindra & Mahindra Limited,EQ,03-Jan-96,5,1,INE101A01026,5,M&M.NS,
919,M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-06,2,1,INE774D01024,2,M&MFIN.NS,
920,MAANALU,Maan Aluminium Limited,EQ,22-Oct-07,10,1,INE215I01019,10,MAANALU.NS,21.89
921,MACPOWER,Macpower CNC Machines Limited,EQ,19-Aug-20,10,1,INE155Z01011,10,MACPOWER.NS,3.008
922,MADHAV,Madhav Marbles and Granites Limited,EQ,20-Dec-07,10,1,INE925C01016,10,MADHAV.NS,3.016
923,MADHUCON,Madhucon Projects Limited,EQ,05-Oct-06,1,1,INE378D01032,1,MADHUCON.NS,-120.079
924,MADRASFERT,Madras Fertilizers Limited,EQ,25-Jul-97,10,1,INE414A01015,10,MADRASFERT.NS,-1.642
925,MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-Jul-17,10,1,INE347W01011,10,MAGADSUGAR.NS,19.22
926,MAGNUM,Magnum Ventures Limited,EQ,20-Sep-07,10,1,INE387I01016,10,MAGNUM.NS,-5.147
927,MAHABANK,Bank of Maharashtra,EQ,12-Apr-04,10,1,INE457A01014,10,MAHABANK.NS,0.91
928,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BE,21-Jan-98,10,1,INE843B01013,10,MAHAPEXLTD.NS,21.911
929,MAHASTEEL,Mahamaya Steel Industries Limited,EQ,01-Jul-16,10,1,INE451L01014,10,MAHASTEEL.NS,-1.287
930,MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-Feb-20,10,1,INE215D01010,10,MAHEPC.NS,8.77
931,MAHESHWARI,Maheshwari Logistics Limited,EQ,15-Apr-19,10,1,INE263W01010,10,MAHESHWARI.NS,0.939
932,MAHINDCIE,Mahindra CIE Automotive Limited,EQ,30-Aug-07,10,1,INE536H01010,10,MAHINDCIE.NS,1.423
933,MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-May-00,10,1,INE813A01018,10,MAHLIFE.NS,-52.22
934,MAHLOG,Mahindra Logistics Limited,EQ,10-Nov-17,10,1,INE766P01016,10,MAHLOG.NS,4.16
935,MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-Feb-95,10,1,INE288A01013,10,MAHSCOOTER.NS,7.71
936,MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-Aug-04,5,1,INE271B01025,5,MAHSEAMLES.NS,-13.183
937,MAITHANALL,Maithan Alloys Limited,EQ,05-Jul-11,10,1,INE683C01011,10,MAITHANALL.NS,71.988
938,MALUPAPER,Malu Paper Mills Limited,EQ,05-Apr-06,10,1,INE383H01017,10,MALUPAPER.NS,-3.327
939,MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-Mar-15,1,1,INE859Q01017,1,MANAKALUCO.NS,-0.48
940,MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-Mar-15,1,1,INE830Q01018,1,MANAKCOAT.NS,0.89
941,MANAKSIA,Manaksia Limited,EQ,08-Jan-08,2,1,INE015D01022,2,MANAKSIA.NS,9.1
942,MANAKSTEEL,Manaksia Steels Limited,EQ,30-Mar-15,1,1,INE824Q01011,1,MANAKSTEEL.NS,4.05
943,MANALIPETC,Manali Petrochemicals Limited,EQ,06-Dec-06,5,1,INE201A01024,5,MANALIPETC.NS,7.198
944,MANAPPURAM,Manappuram Finance Limited,EQ,01-Dec-14,2,1,INE522D01027,2,MANAPPURAM.NS,19.017
945,MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-May-05,10,1,INE584F01014,10,MANGALAM.NS,17.67
946,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-Oct-07,10,1,INE558B01017,10,MANGCHEFER.NS,5.66
947,MANGLMCEM,Mangalam Cement Limited,EQ,03-Jan-96,10,1,INE347A01017,10,MANGLMCEM.NS,40.83
948,MANGTIMBER,Mangalam Timber Products Limited,EQ,27-Jul-95,10,1,INE805B01012,10,MANGTIMBER.NS,-10.488
949,MANINDS,Man Industries (India) Limited,EQ,24-Jun-05,5,1,INE993A01026,5,MANINDS.NS,16.78
950,MANINFRA,Man Infraconstruction Limited,EQ,11-Mar-10,2,1,INE949H01023,2,MANINFRA.NS,1.29
951,MANORG,Mangalam Organics Limited,EQ,02-Nov-21,10,1,INE370D01013,10,MANORG.NS,0
952,MANUGRAPH,Manugraph India Limited,EQ,14-Sep-06,2,1,INE867A01022,2,MANUGRAPH.NS,-11.38
953,MARALOVER,Maral Overseas Limited,EQ,08-Feb-95,10,1,INE882A01013,10,MARALOVER.NS,3.02
954,MARATHON,Marathon Nextgen Realty Limited,EQ,29-Sep-16,5,1,INE182D01020,5,MARATHON.NS,3.609
955,MARICO,Marico Limited,EQ,01-May-96,1,1,INE196A01026,1,MARICO.NS,9.08
956,MARINE,Marine Electricals (India) Limited,EQ,02-Dec-20,2,1,INE01JE01028,2,MARINE.NS,1.14
957,MARKSANS,Marksans Pharma Limited,EQ,21-Jan-02,1,1,INE750C01026,1,MARKSANS.NS,5.76
958,MARUTI,Maruti Suzuki India Limited,EQ,09-Jul-03,5,1,INE585B01010,5,MARUTI.NS,145.3
959,MASFIN,MAS Financial Services Limited,EQ,18-Oct-17,10,1,INE348L01012,10,MASFIN.NS,26.41
960,MASKINVEST,Mask Investments Limited,BE,14-Oct-16,10,1,INE885F01015,10,MASKINVEST.NS,0.239
961,MASTEK,Mastek Limited,EQ,10-May-95,5,1,INE759A01021,5,MASTEK.NS,81.88
962,MATRIMONY,Matrimony.Com Limited,EQ,21-Sep-17,5,1,INE866R01028,5,MATRIMONY.NS,17.88
963,MAWANASUG,Mawana Sugars Limited,EQ,20-Mar-09,10,1,INE636A01039,10,MAWANASUG.NS,-28.38
964,MAXHEALTH,Max Healthcare Institute Limited,EQ,21-Aug-20,10,1,INE027H01010,10,MAXHEALTH.NS,-1.59
965,MAXIND,Max India Limited,EQ,28-Aug-20,10,1,INE0CG601016,10,MAXIND.NS,-3.21
966,MAXVIL,Max Ventures and Industries Limited,EQ,22-Jun-16,10,1,INE154U01015,10,MAXVIL.NS,-0.213
967,MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-Sep-12,5,1,INE040D01038,5,MAYURUNIQ.NS,19.86
968,MAZDA,Mazda Limited,EQ,01-Nov-16,10,1,INE885E01034,10,MAZDA.NS,45.46
969,MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-Oct-20,10,1,INE249Z01012,10,MAZDOCK.NS,25.48
970,MBAPL,Madhya Bharat Agro Products Limited,EQ,22-Aug-19,10,1,INE900L01010,10,MBAPL.NS,9.24
971,MBECL,Mcnally Bharat Engineering Company Limited,BE,06-Oct-06,10,1,INE748A01016,10,MBECL.NS,-10.431
972,MBLINFRA,MBL Infrastructures Limited,EQ,11-Jan-10,10,1,INE912H01013,10,MBLINFRA.NS,39.404
973,MCDHOLDING,McDowell Holdings Limited,BE,30-May-07,10,1,INE836H01014,10,MCDHOLDING.NS,-0.872
974,MCDOWELL-N,United Spirits Limited,EQ,27-Sep-01,2,1,INE854D01024,2,MCDOWELL-N.NS,5.41
975,MCL,Madhav Copper Limited,EQ,19-Aug-20,5,1,INE813V01022,5,MCL.NS,2.012
976,MCLEODRUSS,Mcleod Russel India Limited,EQ,29-Jul-05,5,1,INE942G01012,5,MCLEODRUSS.NS,-0.785
977,MCX,Multi Commodity Exchange of India Limited,EQ,09-Mar-12,10,1,INE745G01035,10,MCX.NS,44.25
978,MEDICAMEQ,Medicamen Biotech Limited,EQ,27-Oct-21,10,1,INE646B01010,10,MEDICAMEQ.NS,0
979,MEGASOFT,Megasoft Limited,EQ,19-Jul-07,10,1,INE933B01012,10,MEGASOFT.NS,0.417
980,MELSTAR,Melstar Information Technologies Limited,BZ,07-Mar-00,10,1,INE817A01019,10,MELSTAR.NS,-1.705
981,MENONBE,Menon Bearings Limited,EQ,09-Mar-15,1,1,INE071D01033,1,MENONBE.NS,3.35
982,MEP,MEP Infrastructure Developers Limited,BE,06-May-15,10,1,INE776I01010,10,MEP.NS,-1.382
983,MERCATOR,Mercator Limited,EQ,20-Jun-05,1,1,INE934B01028,1,MERCATOR.NS,-15.749
984,METALFORGE,Metalyst Forgings Limited,BZ,23-Aug-95,10,1,INE425A01011,10,METALFORGE.NS,-75.955
985,METROPOLIS,Metropolis Healthcare Limited,EQ,15-Apr-19,2,1,INE112L01020,2,METROPOLIS.NS,35.79
986,MFL,Meghmani Finechem Limited,EQ,18-Aug-21,10,1,INE071N01016,10,MFL.NS,0
987,MFSL,Max Financial Services Limited,EQ,17-May-00,2,1,INE180A01020,2,MFSL.NS,14.51
988,MGEL,Mangalam Global Enterprise Limited,EQ,23-Dec-20,10,1,INE0APB01016,10,MGEL.NS,1.78
989,MGL,Mahanagar Gas Limited,EQ,01-Jul-16,10,1,INE002S01010,10,MGL.NS,62.72
990,MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-Jul-09,10,1,INE998I01010,10,MHRIL.NS,-0.98
991,MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-Apr-18,10,1,INE099Z01011,10,MIDHANI.NS,7.04
992,MINDACORP,Minda Corporation Limited,EQ,16-Oct-14,2,1,INE842C01021,2,MINDACORP.NS,2.288
993,MINDAIND,Minda Industries Limited,EQ,02-Feb-07,2,1,INE405E01023,2,MINDAIND.NS,7.41
994,MINDTECK,Mindteck (India) Limited,EQ,02-Aug-16,10,1,INE110B01017,10,MINDTECK.NS,4.23
995,MINDTREE,MindTree Limited,EQ,07-Mar-07,10,1,INE018I01017,10,MINDTREE.NS,67.41
996,MIRCELECTR,MIRC Electronics Limited,EQ,24-May-04,1,1,INE831A01028,1,MIRCELECTR.NS,0.08
997,MIRZAINT,Mirza International Limited,EQ,28-Apr-99,2,1,INE771A01026,2,MIRZAINT.NS,0.525
998,MITTAL,Mittal Life Style Limited,EQ,29-Apr-20,10,1,INE997Y01019,10,MITTAL.NS,0.232
999,MMFL,MM Forgings Limited,EQ,20-Dec-06,10,1,INE227C01017,10,MMFL.NS,19.35
1000,MMP,MMP Industries Limited,EQ,09-Jan-20,10,1,INE511Y01018,10,MMP.NS,5.17
1001,MMTC,MMTC Limited,EQ,09-Apr-12,1,1,INE123F01029,1,MMTC.NS,-2.904
1002,MODIRUBBER,Modi Rubber Limited,BE,07-Feb-96,10,1,INE832A01018,10,MODIRUBBER.NS,-4.16
1003,MODISNME,Modison Metals Limited,EQ,03-May-21,1,1,INE737D01021,1,MODISNME.NS,6.91
1004,MOHITIND,Mohit Industries Limited,EQ,14-Mar-13,10,1,INE954E01012,10,MOHITIND.NS,0.49
1005,MOHOTAIND,Mohota Industries Limited,EQ,10-Apr-96,10,1,INE313D01013,10,MOHOTAIND.NS,-14.312
1006,MOIL,MOIL Limited,EQ,15-Dec-10,10,1,INE490G01020,10,MOIL.NS,7.44
1007,MOKSH,Moksh Ornaments Limited,EQ,21-May-21,2,1,INE514Y01020,2,MOKSH.NS,3.684
1008,MOL,Meghmani Organics Limited,EQ,18-Aug-21,1,1,INE0CT101020,1,MOL.NS,
1009,MOLDTECH,Mold-Tek Technologies Limited,EQ,07-Jul-16,2,1,INE835B01035,2,MOLDTECH.NS,2.746
1010,MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-Feb-15,5,1,INE893J01029,5,MOLDTKPAC.NS,16.14
1011,MONTECARLO,Monte Carlo Fashions Limited,EQ,19-Dec-14,10,1,INE950M01013,10,MONTECARLO.NS,31.98
1012,MORARJEE,Morarjee Textiles Limited,EQ,14-Sep-12,7,1,INE161G01027,7,MORARJEE.NS,-16.577
1013,MOREPENLAB,Morepen Laboratories Limited,EQ,24-Nov-99,2,1,INE083A01026,2,MOREPENLAB.NS,2.15
1014,MOTHERSUMI,Motherson Sumi Systems Limited,EQ,14-Aug-96,1,1,INE775A01035,1,MOTHERSUMI.NS,3.29
1015,MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-Sep-07,1,1,INE338I01027,1,MOTILALOFS.NS,82.71
1016,MOTOGENFIN,The Motor & General Finance Limited,EQ,08-Feb-95,5,1,INE861B01023,5,MOTOGENFIN.NS,-1.561
1017,MPHASIS,MphasiS Limited,EQ,04-Jun-04,10,1,INE356A01018,10,MPHASIS.NS,64.43
1018,MPSLTD,MPS Limited,EQ,21-Jan-02,10,1,INE943D01017,10,MPSLTD.NS,29.818
1019,MRF,MRF Limited,EQ,18-Sep-96,10,1,INE883A01011,10,MRF.NS,3011.14
1020,MRO-TEK,MRO-TEK Realty Limited,EQ,01-Nov-00,5,1,INE398B01018,5,MRO-TEK.NS,-5.285
1021,MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-Jan-05,10,1,INE103A01014,10,MRPL.NS,-3.24
1022,MSPL,MSP Steel & Power Limited,EQ,18-Jul-05,10,1,INE752G01015,10,MSPL.NS,0.13
1023,MSTCLTD,Mstc Limited,EQ,29-Mar-19,10,1,INE255X01014,10,MSTCLTD.NS,5.939
1024,MTARTECH,Mtar Technologies Limited,EQ,15-Mar-21,10,1,INE864I01014,10,MTARTECH.NS,16.99
1025,MTEDUCARE,MT Educare Limited,EQ,12-Apr-12,10,1,INE472M01018,10,MTEDUCARE.NS,-8.075
1026,MTNL,Mahanagar Telephone Nigam Limited,EQ,17-Feb-99,10,1,INE153A01019,10,MTNL.NS,-39.41
1027,MUKANDLTD,Mukand Limited,EQ,23-Feb-04,10,1,INE304A01026,10,MUKANDLTD.NS,-14.41
1028,MUKTAARTS,Mukta Arts Limited,EQ,12-Sep-00,5,1,INE374B01019,5,MUKTAARTS.NS,-5.47
1029,MUNJALAU,Munjal Auto Industries Limited,EQ,19-Jul-06,2,1,INE672B01032,2,MUNJALAU.NS,0.143
1030,MUNJALSHOW,Munjal Showa Limited,EQ,12-May-03,2,1,INE577A01027,2,MUNJALSHOW.NS,7.676
1031,MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-May-04,10,1,INE692B01014,10,MURUDCERA.NS,-4.768
1032,MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-Aug-15,10,1,INE296G01013,10,MUTHOOTCAP.NS,31.29
1033,MUTHOOTFIN,Muthoot Finance Limited,EQ,06-May-11,10,1,INE414G01012,10,MUTHOOTFIN.NS,90.033
1034,NACLIND,NACL Industries Limited,EQ,07-Apr-17,1,1,INE295D01020,1,NACLIND.NS,2.63
1035,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-Jun-16,1,1,INE454M01024,1,NAGAFERT.NS,-8.873
1036,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-Sep-07,5,1,INE245I01016,5,NAGREEKCAP.NS,-22.468
1037,NAGREEKEXP,Nagreeka Exports Limited,EQ,18-Jun-07,5,1,INE123B01028,5,NAGREEKEXP.NS,-10.801
1038,NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-Mar-08,5,1,INE049I01012,5,NAHARCAP.NS,36.41
1039,NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-Dec-05,10,1,INE289A01011,10,NAHARINDUS.NS,-2.2
1040,NAHARPOLY,Nahar Poly Films Limited,EQ,23-Mar-07,5,1,INE308A01027,5,NAHARPOLY.NS,7.633
1041,NAHARSPING,Nahar Spinning Mills Limited,EQ,23-Mar-07,5,1,INE290A01027,5,NAHARSPING.NS,11.33
1042,NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-Nov-17,10,1,INE298J01013,10,NAM-INDIA.NS,10.9
1043,NATCOPHARM,Natco Pharma Limited,EQ,27-Dec-95,2,1,INE987B01026,2,NATCOPHARM.NS,24.16
1044,NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-Jan-14,10,1,INE448G01010,10,NATHBIOGEN.NS,29.545
1045,NATIONALUM,National Aluminium Company Limited,EQ,28-Apr-99,5,1,INE139A01034,5,NATIONALUM.NS,2.503
1046,NAUKRI,Info Edge (India) Limited,EQ,21-Nov-06,10,1,INE663F01024,10,NAUKRI.NS,110.72
1047,NAVINFLUOR,Navin Fluorine International Limited,EQ,01-Jun-07,2,1,INE048G01026,2,NAVINFLUOR.NS,91.888
1048,NAVKARCORP,Navkar Corporation Limited,EQ,09-Sep-15,10,1,INE278M01019,10,NAVKARCORP.NS,1.06
1049,NAVNETEDUL,Navneet Education Limited,EQ,08-Feb-95,2,1,INE060A01024,2,NAVNETEDUL.NS,2.44
1050,NAZARA,Nazara Technologies Limited,BE,30-Mar-21,4,1,INE418L01021,4,NAZARA.NS,0.18
1051,NBCC,NBCC (India) Limited,EQ,12-Apr-12,1,1,INE095N01031,1,NBCC.NS,1.209
1052,NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-Nov-16,5,1,INE365I01020,5,NBIFIN.NS,6.57
1053,NBVENTURES,Nava Bharat Ventures Limited,EQ,03-Apr-96,2,1,INE725A01022,2,NBVENTURES.NS,26
1054,NCC,NCC Limited,EQ,14-Oct-03,2,1,INE868B01028,2,NCC.NS,4.39
1055,NCLIND,NCL Industries Limited,EQ,03-Apr-07,10,1,INE732C01016,10,NCLIND.NS,27.442
1056,NDGL,Naga Dhunseri Group Limited,EQ,29-Aug-16,10,1,INE756C01015,10,NDGL.NS,
1057,NDL,Nandan Denim Limited,EQ,23-Mar-12,10,1,INE875G01030,10,NDL.NS,-8.668
1058,NDRAUTO,Ndr Auto Components Limited,EQ,30-Jul-20,10,1,INE07OG01012,10,NDRAUTO.NS,14.35
1059,NDTV,New Delhi Television Limited,EQ,19-May-04,4,1,INE155G01029,4,NDTV.NS,8.184
1060,NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-Mar-16,10,1,INE553C01016,10,NECCLTD.NS,1.27
1061,NECLIFE,Nectar Lifesciences Limited,EQ,18-Jul-05,1,1,INE023H01027,1,NECLIFE.NS,-1.107
1062,NELCAST,Nelcast Limited,EQ,27-Jun-07,2,1,INE189I01024,2,NELCAST.NS,1.04
1063,NELCO,NELCO Limited,BE,28-May-03,10,1,INE045B01015,10,NELCO.NS,5.417
1064,NEOGEN,Neogen Chemicals Limited,EQ,08-May-19,10,1,INE136S01016,10,NEOGEN.NS,13.45
1065,NESCO,Nesco Limited,EQ,08-Apr-08,2,1,INE317F01035,2,NESCO.NS,24.48
1066,NESTLEIND,Nestle India Limited,EQ,08-Jan-10,10,1,INE239A01016,10,NESTLEIND.NS,223.945
1067,NETWORK18,Network18 Media & Investments Limited,EQ,02-Feb-07,5,1,INE870H01013,5,NETWORK18.NS,0.31
1068,NEULANDLAB,Neuland Laboratories Limited,EQ,13-Oct-08,10,1,INE794A01010,10,NEULANDLAB.NS,62.846
1069,NEWGEN,Newgen Software Technologies Limited,EQ,29-Jan-18,10,1,INE619B01017,10,NEWGEN.NS,18.1
1070,NEXTMEDIA,Next Mediaworks Limited,EQ,04-Apr-01,10,1,INE747B01016,10,NEXTMEDIA.NS,-3.21
1071,NFL,National Fertilizers Limited,EQ,28-Dec-06,10,1,INE870D01012,10,NFL.NS,4.83
1072,NGIL,Nakoda Group of Industries Limited,BE,20-Aug-21,10,1,INE236Y01012,10,NGIL.NS,
1073,NH,Narayana Hrudayalaya Ltd.,EQ,06-Jan-16,10,1,INE410P01011,10,NH.NS,-3.47
1074,NHPC,NHPC Limited,EQ,01-Sep-09,10,1,INE848E01016,10,NHPC.NS,3.24
1075,NIACL,The New India Assurance Company Limited,EQ,13-Nov-17,5,1,INE470Y01017,5,NIACL.NS,9.95
1076,NIBL,NRB Industrial Bearings Limited,EQ,09-Apr-13,2,1,INE047O01014,2,NIBL.NS,1.64
1077,NIITLTD,NIIT Limited,EQ,16-Aug-04,2,1,INE161A01038,2,NIITLTD.NS,9.96
1078,NILAINFRA,Nila Infrastructures Limited,BE,21-May-15,1,1,INE937C01029,1,NILAINFRA.NS,-0.02
1079,NILASPACES,Nila Spaces Limited,EQ,28-Dec-18,1,1,INE00S901012,1,NILASPACES.NS,-0.101
1080,NILKAMAL,Nilkamal Limited,EQ,01-Nov-95,10,1,INE310A01015,10,NILKAMAL.NS,75.68
1081,NIPPOBATRY,Indo-National Limited,EQ,06-Oct-99,5,1,INE567A01028,5,NIPPOBATRY.NS,21.154
1082,NIRAJ,Niraj Cement Structurals Limited,EQ,01-Oct-20,10,1,INE368I01016,10,NIRAJ.NS,0.718
1083,NIRAJISPAT,Niraj Ispat Industries Limited,BE,27-Oct-16,10,1,INE326T01011,10,NIRAJISPAT.NS,0
1084,NITCO,Nitco Limited,EQ,21-Mar-06,10,1,INE858F01012,10,NITCO.NS,-18.97
1085,NITINFIRE,Nitin Fire Protection Industries Limited,BZ,05-Jun-07,2,1,INE489H01020,2,NITINFIRE.NS,-5.721
1086,NITINSPIN,Nitin Spinners Limited,BE,02-Feb-06,10,1,INE229H01012,10,NITINSPIN.NS,12.25
1087,NITIRAJ,Nitiraj Engineers Limited,EQ,22-Apr-21,10,1,INE439T01012,10,NITIRAJ.NS,2.352
1088,NKIND,NK Industries Limited,EQ,07-Jul-95,10,1,INE542C01019,10,NKIND.NS,-3.76
1089,NLCINDIA,NLC India Limited,EQ,23-Aug-00,10,1,INE589A01014,10,NLCINDIA.NS,7.822
1090,NMDC,NMDC Limited,EQ,03-Mar-08,1,1,INE584A01023,1,NMDC.NS,20.701
1091,NOCIL,NOCIL Limited,EQ,17-Jan-96,10,1,INE163A01018,10,NOCIL.NS,4.393
1092,NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-Dec-02,10,1,INE781B01015,10,NOIDATOLL.NS,-1.99
1093,NORBTEAEXP,Norben Tea & Exports Limited,EQ,26-Jun-96,10,1,INE369C01017,10,NORBTEAEXP.NS,0.221
1094,NOVARTIND,Novartis India Limited,EQ,08-Nov-00,5,1,INE234A01025,5,NOVARTIND.NS,8.46
1095,NRAIL,N R Agarwal Industries Limited,EQ,05-Apr-17,10,1,INE740D01017,10,NRAIL.NS,33.63
1096,NRBBEARING,NRB Bearing Limited,EQ,08-Mar-00,2,1,INE349A01021,2,NRBBEARING.NS,2.439
1097,NSIL,Nalwa Sons Investments Limited,EQ,17-Nov-03,10,1,INE023A01030,10,NSIL.NS,73.465
1098,NTL,Neueon Towers Limited,EQ,11-Sep-13,10,1,INE333I01036,10,NTL.NS,-18.541
1099,NTPC,NTPC Limited,EQ,05-Nov-04,10,1,INE733E01010,10,NTPC.NS,14.87
1100,NUCLEUS,Nucleus Software Exports Limited,EQ,19-Dec-02,10,1,INE096B01018,10,NUCLEUS.NS,40.62
1101,NURECA,Nureca Limited,EQ,25-Feb-21,10,1,INE0DSF01015,10,NURECA.NS,62.04
1102,NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-Aug-21,10,1,INE118D01016,10,NUVOCO.NS,
1103,NXTDIGITAL,NXTDIGITAL LIMITED,EQ,24-Apr-07,10,1,INE353A01023,10,NXTDIGITAL.NS,-11.92
1104,OAL,Oriental Aromatics Limited,EQ,11-Jul-19,5,1,INE959C01023,5,OAL.NS,30.29
1105,OBEROIRLTY,Oberoi Realty Limited,EQ,20-Oct-10,10,1,INE093I01010,10,OBEROIRLTY.NS,20.33
1106,OCCL,Oriental Carbon & Chemicals Limited,EQ,27-Jan-16,10,1,INE321D01016,10,OCCL.NS,79.08
1107,OFSS,Oracle Financial Services Software Limited,EQ,28-Jun-02,5,1,INE881D01027,5,OFSS.NS,203.99
1108,OIL,Oil India Limited,EQ,30-Sep-09,10,1,INE274J01014,10,OIL.NS,26.698
1109,OILCOUNTUB,Oil Country Tubular Limited,BE,30-Aug-95,10,1,INE591A01010,10,OILCOUNTUB.NS,-13.389
1110,OLECTRA,Olectra Greentech Limited,BE,20-Mar-02,4,1,INE260D01016,4,OLECTRA.NS,1.895
1111,OMAXAUTO,Omax Autos Limited,EQ,20-Feb-03,10,1,INE090B01011,10,OMAXAUTO.NS,-12.878
1112,OMAXE,Omaxe Limited,EQ,09-Aug-07,10,1,INE800H01010,10,OMAXE.NS,-19.72
1113,OMINFRAL,OM INFRA LIMITED,EQ,17-Jun-11,1,1,INE239D01028,1,OMINFRAL.NS,2.94
1114,OMKARCHEM,Omkar Speciality Chemicals Limited,BE,10-Feb-11,10,1,INE474L01016,10,OMKARCHEM.NS,-2.932
1115,ONELIFECAP,Onelife Capital Advisors Limited,EQ,17-Oct-11,10,1,INE912L01015,10,ONELIFECAP.NS,0.073
1116,ONEPOINT,One Point One Solutions Limited,EQ,09-May-19,10,1,INE840Y01011,10,ONEPOINT.NS,-14.413
1117,ONGC,Oil & Natural Gas Corporation Limited,EQ,19-Jul-95,5,1,INE213A01029,5,ONGC.NS,0.72
1118,ONMOBILE,OnMobile Global Limited,EQ,19-Feb-08,10,1,INE809I01019,10,ONMOBILE.NS,4.41
1119,ONWARDTEC,Onward Technologies Limited,EQ,07-Mar-01,10,1,INE229A01017,10,ONWARDTEC.NS,4.35
1120,OPTIEMUS,Optiemus Infracom Limited,EQ,08-Aug-17,10,1,INE350C01017,10,OPTIEMUS.NS,-6.082
1121,OPTOCIRCUI,Opto Circuits (India) Limited,BZ,25-Aug-03,10,1,INE808B01016,10,OPTOCIRCUI.NS,-4.275
1122,ORBTEXP,Orbit Exports Limited,EQ,05-Nov-13,10,1,INE231G01010,10,ORBTEXP.NS,1.412
1123,ORCHPHARMA,Orchid Pharma Limited,BE,02-Nov-20,10,1,INE191A01027,10,ORCHPHARMA.NS,-20.125
1124,ORICONENT,Oricon Enterprises Limited,EQ,24-Jul-15,2,1,INE730A01022,2,ORICONENT.NS,-0.12
1125,ORIENTABRA,Orient Abrasives Limited,EQ,15-Dec-05,1,1,INE569C01020,1,ORIENTABRA.NS,0.95
1126,ORIENTALTL,Oriental Trimex Limited,EQ,07-Mar-07,10,1,INE998H01012,10,ORIENTALTL.NS,0.104
1127,ORIENTBELL,Orient Bell Limited,EQ,14-Feb-07,10,1,INE607D01018,10,ORIENTBELL.NS,4.492
1128,ORIENTCEM,Orient Cement Limited,EQ,12-Jul-13,1,1,INE876N01018,1,ORIENTCEM.NS,10.45
1129,ORIENTELEC,Orient Electric Limited,EQ,14-May-18,1,1,INE142Z01019,1,ORIENTELEC.NS,5.63
1130,ORIENTHOT,Oriental Hotels Limited,EQ,27-Aug-98,1,1,INE750A01020,1,ORIENTHOT.NS,-3.99
1131,ORIENTLTD,Orient Press Limited,EQ,03-Mar-10,10,1,INE609C01024,10,ORIENTLTD.NS,-3.946
1132,ORIENTPPR,Orient Paper & Industries Limited,EQ,29-Mar-95,1,1,INE592A01026,1,ORIENTPPR.NS,-2.15
1133,ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-Sep-10,1,1,INE725E01024,1,ORISSAMINE.NS,-125.421
1134,ORTEL,Ortel Communications Limited,BZ,19-Mar-15,10,1,INE849L01019,10,ORTEL.NS,-6.703
1135,ORTINLAB,Ortin Laboratories Limited,EQ,30-Mar-21,10,1,INE749B01020,10,ORTINLAB.NS,5.67
1136,OSWALAGRO,Oswal Agro Mills Limited,EQ,29-Mar-95,10,1,INE142A01012,10,OSWALAGRO.NS,1.872
1137,PAEL,PAE Limited,BZ,12-Apr-95,10,1,INE766A01018,10,PAEL.NS,-0.109
1138,PAGEIND,Page Industries Limited,EQ,16-Mar-07,10,1,INE761H01022,10,PAGEIND.NS,305.35
1139,PAISALO,Paisalo Digital Limited,EQ,17-Oct-11,10,1,INE420C01042,10,PAISALO.NS,13.54
